name,price,nro_of_nights,star_rating,review_score,review_count,room_type,part_of_city,distance_from_center,url,address
Canal view suite,1839,1,4.0,8.4,138.0,Deluxe King Room,Amsterdam City Centre,0.6,https://www.booking.com/hotel/nl/canal-view-suite.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=508&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=423823901_128461205_0_0_0&highlighted_blocks=423823901_128461205_0_0_0&matching_block_id=423823901_128461205_0_0_0&sr_pri_blocks=423823901_128461205_0_0_0__183899&from=searchresults,"Singel 9, Amsterdam City Centre, 1012 VC Amsterdam, Netherlands
location — rated 9.3/10!"
Studio's in the Center of Amsterdam with Canal View!,1078,1,3.0,7.0,6.0,Double Room with Private Bathroom,Amsterdam City Centre,300.0,https://www.booking.com/hotel/nl/cozy-private-studio-in-the-center-of-amsterdam-with-canal-view.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=509&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=1115676802_384459553_0_0_0&highlighted_blocks=1115676802_384459553_0_0_0&matching_block_id=1115676802_384459553_0_0_0&sr_pri_blocks=1115676802_384459553_0_0_0__107845&from=searchresults,"Oudezijds Achterburgwal 122-1, Amsterdam City Centre, 1012 DT Amsterdam, Netherlands
location — rated 9.2/10!"
Great Bed and Breakfast Amsterdam,1683,1,4.0,9.2,77.0,Double Room with Private Bathroom,Oud-West,1.5,https://www.booking.com/hotel/nl/great-apartment-close-to-centre-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=510&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=77316101_329752263_0_0_0&highlighted_blocks=77316101_329752263_0_0_0&matching_block_id=77316101_329752263_0_0_0&sr_pri_blocks=77316101_329752263_0_0_0__168252&from=searchresults,"Jacob Van Lennepkade 54-2, Oud-West, 1053 ML Amsterdam, Netherlands
location — rated 9.6/10!"
Mr. Jordaan,1279,1,3.0,9.1,911.0,Small Double Room,Amsterdam City Centre,0.9,https://www.booking.com/hotel/nl/mr-jordaan.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=511&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=170933503_90103807_0_0_0&highlighted_blocks=170933503_90103807_0_0_0&matching_block_id=170933503_90103807_0_0_0&sr_pri_blocks=170933503_90103807_0_0_0__127909&from=searchresults,"Bloemgracht 102, Amsterdam City Centre, 1015 TN Amsterdam, Netherlands
location — rated 9.6/10!"
Studio Koggeschip,2106,1,3.0,9.4,86.0,Apartment,Amsterdam City Centre,500.0,https://www.booking.com/hotel/nl/beautiful-b-b-koggeschip.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=512&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=454480802_338606406_2_0_0&highlighted_blocks=454480802_338606406_2_0_0&matching_block_id=454480802_338606406_2_0_0&sr_pri_blocks=454480802_338606406_2_0_0__210620&from=searchresults,"Koggestraat 9D, Amsterdam City Centre, 1012 TA Amsterdam, Netherlands
location — rated 9.6/10!"
Quentin Arrive Hotel,642,1,1.0,6.0,1057.0,Double Room with Shared Bathroom,Amsterdam City Centre,0.8,https://www.booking.com/hotel/nl/quentinarrive.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=513&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=1091702_106217885_2_2_0_1108160&highlighted_blocks=1091702_106217885_2_2_0_1108160&matching_block_id=1091702_106217885_2_2_0_1108160&sr_pri_blocks=1091702_106217885_2_2_0_1108160_64211&from=searchresults,"Haarlemmerstraat 65, Amsterdam City Centre, 1013 EL Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Amsterdam Dockside Flats,1380,1,3.0,7.4,347.0,Medium Studio with Kitchen,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/harbour-loft-studios.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=514&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=64081602_390680279_2_0_0_700735&highlighted_blocks=64081602_390680279_2_0_0_700735&matching_block_id=64081602_390680279_2_0_0_700735&sr_pri_blocks=64081602_390680279_2_0_0_700735_138000&from=searchresults,"Prins Hendrikkade , Amsterdam City Centre, 1011 TC Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Albert Cuyp Studio,1486,1,3.0,8.6,21.0,Studio Apartment I,De Pijp,1.8,https://www.booking.com/hotel/nl/albert-cuyp-studios.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=515&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=145201501_404247598_2_0_0&highlighted_blocks=145201501_404247598_2_0_0&matching_block_id=145201501_404247598_2_0_0&sr_pri_blocks=145201501_404247598_2_0_0__148579&from=searchresults,"Albert Cuijpstraat, 1073 BR Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Luxury studio on Robs houseboat special for couples,1287,1,4.0,9.6,134.0,Deluxe Double Room with Balcony,Amsterdam City Centre,2.7,https://www.booking.com/hotel/nl/rob-39-s-houseboat.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=516&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=286220302_362910787_2_0_0&highlighted_blocks=286220302_362910787_2_0_0&matching_block_id=286220302_362910787_2_0_0&sr_pri_blocks=286220302_362910787_2_0_0__128745&from=searchresults,"Zeeburgerpad 184, Amsterdam City Centre, 1018 AJ Amsterdam, Netherlands
location — rated 9/10!"
Nassau Canal Suites - in the heart of the city,1184,1,3.0,7.2,92.0,Studio Apartment,Oud-West,1.3,https://www.booking.com/hotel/nl/nassau-canal-suites-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=517&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=404576004_246656628_0_0_0&highlighted_blocks=404576004_246656628_0_0_0&matching_block_id=404576004_246656628_0_0_0&sr_pri_blocks=404576004_246656628_0_0_0__118414&from=searchresults,"172 Nassaukade, Oud-West, 1053 LM Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
B & B Tulp Amsterdam Noord,1483,1,3.0,9.5,238.0,Double Room with Garden View,Amsterdam Noord,5.0,https://www.booking.com/hotel/nl/b-amp-b-tulp-amsterdam-noord.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=518&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=673469901_277873432_2_1_0&highlighted_blocks=673469901_277873432_2_1_0&matching_block_id=673469901_277873432_2_1_0&sr_pri_blocks=673469901_277873432_2_1_0__148252&from=searchresults,"400 Zuideinde, Amsterdam Noord, 1035 PR Amsterdam, Netherlands
location — rated 9.1/10!"
Canal House The Tannery Amsterdam,3697,1,4.0,9.6,237.0,Double or Twin Room with Canal View,Amsterdam City Centre,0.9,https://www.booking.com/hotel/nl/canal-house-the-tannery-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=519&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=291028601_371170703_0_0_0&highlighted_blocks=291028601_371170703_0_0_0&matching_block_id=291028601_371170703_0_0_0&sr_pri_blocks=291028601_371170703_0_0_0__369729&from=searchresults,"26 Looiersgracht 3, Amsterdam City Centre, 1016 VS Amsterdam, Netherlands
location — rated 9.8/10!"
Dahli's Sleep Boutique,1319,1,3.0,8.5,303.0,Studio Apartment with Garden View,Amsterdam City Centre,1.3,https://www.booking.com/hotel/nl/amstel-studio-aparments.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=520&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=36379007_361439162_0_0_0&highlighted_blocks=36379007_361439162_0_0_0&matching_block_id=36379007_361439162_0_0_0&sr_pri_blocks=36379007_361439162_0_0_0__131867&from=searchresults,"Utrechtsedwarsstraat 51A, Amsterdam City Centre, 1017 WC Amsterdam, Netherlands
location — rated 9.5/10!"
Houseboat studio with canalview and free bikes,1309,1,3.0,9.6,116.0,Apartment - Split Level,Oud Zuid,4.7,https://www.booking.com/hotel/nl/bed-and-boat-amsterdam8.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=521&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=164005301_407290072_2_0_0&highlighted_blocks=164005301_407290072_2_0_0&matching_block_id=164005301_407290072_2_0_0&sr_pri_blocks=164005301_407290072_2_0_0__130875&from=searchresults,"Jaagpad 29, Oud Zuid, 1059 BP Amsterdam, Netherlands
location — rated 9.4/10!"
De Jonker Urban Studios & Suites,1756,1,4.0,7.7,1330.0,Studio,Amsterdam City Centre,1.5,https://www.booking.com/hotel/nl/de-jonker.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=522&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=219784501_97808723_0_0_0_707371&highlighted_blocks=219784501_97808723_0_0_0_707371&matching_block_id=219784501_97808723_0_0_0_707371&sr_pri_blocks=219784501_97808723_0_0_0_707371_175562&from_sustainable_property_sr=1&from=searchresults,"Plantage Middenlaan 40, Amsterdam City Centre, 1018 DG Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Guesthouse Prinsencanal 2,2213,1,3.0,9.3,116.0,Deluxe Queen Room,Amsterdam City Centre,1.1,https://www.booking.com/hotel/nl/modern-room-in-city-centre.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=523&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=245390501_102353786_2_0_0&highlighted_blocks=245390501_102353786_2_0_0&matching_block_id=245390501_102353786_2_0_0&sr_pri_blocks=245390501_102353786_2_0_0__221264&from=searchresults,"2 Korte Prinsengracht A room 2, Amsterdam City Centre, 1013 GS Amsterdam, Netherlands
location — rated 9.5/10!"
WesterVilla,1155,1,,8.6,1064.0,Double Room,Westerpark,2.5,https://www.booking.com/hotel/nl/westervilla.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=524&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=537653301_226418911_2_0_0&highlighted_blocks=537653301_226418911_2_0_0&matching_block_id=537653301_226418911_2_0_0&sr_pri_blocks=537653301_226418911_2_0_0__115481&from=searchresults,"Haarlemmerweg 369, Westerpark, 1051 LH Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Kuwadro Guesthouse Centrum,2745,1,3.0,9.2,115.0,Deluxe Quadruple Room,Amsterdam City Centre,250.0,https://www.booking.com/hotel/nl/kuwadro-bed-breakfast.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=525&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=41967601_382411534_2_0_0&highlighted_blocks=41967601_382411534_2_0_0&matching_block_id=41967601_382411534_2_0_0&sr_pri_blocks=41967601_382411534_2_0_0__274490&from=searchresults,"Warmoesstraat 119C, Amsterdam City Centre, 1012 JA Amsterdam, Netherlands
location — rated 9.7/10!"
Kuwadro Guesthouse Jordaan,1679,1,3.0,9.0,246.0,Double Room with Private Bathroom,Amsterdam City Centre,1.3,https://www.booking.com/hotel/nl/kuwadro-b-amp-b-amsterdam-jordaan.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=526&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682489&all_sr_blocks=119738501_116074678_2_0_0&highlighted_blocks=119738501_116074678_2_0_0&matching_block_id=119738501_116074678_2_0_0&sr_pri_blocks=119738501_116074678_2_0_0__167926&from=searchresults,"Haarlemmerdijk 154-boven, Amsterdam City Centre, 1013 JJ Amsterdam, Netherlands
location — rated 9.6/10!"
Storehouse Studios,1613,1,3.0,8.6,14.0,Deluxe Double Room,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/storehouse-studios.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=527&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682489&all_sr_blocks=1190310101_394324663_2_0_0&highlighted_blocks=1190310101_394324663_2_0_0&matching_block_id=1190310101_394324663_2_0_0&sr_pri_blocks=1190310101_394324663_2_0_0__161261&from=searchresults,"Brouwersgracht 248G, Amsterdam City Centre, 1013 HE Amsterdam, Netherlands
location — rated 9.4/10!"
Canal Holiday Apartment,2380,1,4.0,9.3,88.0,One-Bedroom Apartment @ Sloterkade,Oud Zuid,3.2,https://www.booking.com/hotel/nl/canal-holiday-apartment.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=528&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682489&all_sr_blocks=117325501_389287217_4_0_0&highlighted_blocks=117325501_389287217_4_0_0&matching_block_id=117325501_389287217_4_0_0&sr_pri_blocks=117325501_389287217_4_0_0__238040&from=searchresults,"Sloterkade, Oud Zuid, 1058 HD Amsterdam, Netherlands
location — rated 9.1/10!"
House with 2 private independent studio's 120 m2 CENTRAL AMSTERDAM,3511,1,4.0,8.6,20.0,Two-Bedroom Apartment,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/house-with-2-private-independent-studios-120-m2-central-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=529&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682489&all_sr_blocks=1172831301_389814883_2_0_0&highlighted_blocks=1172831301_389814883_2_0_0&matching_block_id=1172831301_389814883_2_0_0&sr_pri_blocks=1172831301_389814883_2_0_0__351077&from=searchresults,"Lange Leidsedwarsstraat 129, Amsterdam City Centre, 1017 NK Amsterdam, Netherlands
location — rated 9.7/10!"
Bed Breakfast Boat,998,1,4.0,9.5,91.0,House Boat,Zeeburg,2.8,https://www.booking.com/hotel/nl/bed-breakfast-boat.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=530&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682489&all_sr_blocks=29513701_139827192_2_1_0&highlighted_blocks=29513701_139827192_2_1_0&matching_block_id=29513701_139827192_2_1_0&sr_pri_blocks=29513701_139827192_2_1_0__99764&from=searchresults,"Zeeburgerpad 178, Zeeburg, 1019 DZ Amsterdam, Netherlands
location — rated 9.3/10!"
"Spacious apartment, Canal area, city center",2985,1,3.0,8.6,22.0,One-Bedroom Apartment,Amsterdam City Centre,0.9,https://www.booking.com/hotel/nl/spacious-apartment-canal-area-city-center.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=531&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682489&all_sr_blocks=1273912601_400205961_4_0_0&highlighted_blocks=1273912601_400205961_4_0_0&matching_block_id=1273912601_400205961_4_0_0&sr_pri_blocks=1273912601_400205961_4_0_0__298455&from=searchresults,"Haarlemmer Houttuinen 35B, Amsterdam City Centre, 1013 GL Amsterdam, Netherlands
location — rated 9.3/10!"
Conservatorium Hotel,5337,1,5.0,9.1,258.0,Duplex Room,Oud Zuid,1.9,https://www.booking.com/hotel/nl/conservatorium-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=532&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682489&all_sr_blocks=34934808_126006379_2_42_0&highlighted_blocks=34934808_126006379_2_42_0&matching_block_id=34934808_126006379_2_42_0&sr_pri_blocks=34934808_126006379_2_42_0__533708&from_sustainable_property_sr=1&from=searchresults,"Paulus Potterstraat 50, City Centre , Oud Zuid, 1071 DB Amsterdam, Netherlands
location — rated 9.4/10!"
